date,others,served_model_name,timestamp,folder,time_s,throughput_GiB_s,task_id,concurrency,startup time_s,model,model_GiB,message,bucket,client_number,node_name,timestamp_end,memory_limit,state
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:13:45.332000,models,23.98,5.5,llama_70b_vllm_model_streamer_20260307,8,130.022,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,1,rs-cai-mi325x1-pool-4ilnw,2026-03-07 23:15:55.355000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:16:53.705000,models,31.32,4.2,llama_70b_vllm_model_streamer_20260307,8,135.024,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,2,rs-cai-mi325x1-pool-4ilne,2026-03-07 23:19:08.729000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:16:54.031000,models,32.44,4.1,llama_70b_vllm_model_streamer_20260307,8,135.023,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,2,rs-cai-mi325x1-pool-4ilnr,2026-03-07 23:19:09.055000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:20:33.257000,models,38.43,3.4,llama_70b_vllm_model_streamer_20260307,8,140.024,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,3,rs-cai-mi325x1-pool-4ilng,2026-03-07 23:22:53.281000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:20:33.397000,models,38.77,3.4,llama_70b_vllm_model_streamer_20260307,8,145.026,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,3,rs-cai-mi325x1-pool-4ilnw,2026-03-07 23:22:58.423000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:20:33.559000,models,36.44,3.6,llama_70b_vllm_model_streamer_20260307,8,140.025,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,3,rs-cai-mi325x1-pool-4ilnl,2026-03-07 23:22:53.584000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:24:12.509000,models,40.33,3.3,llama_70b_vllm_model_streamer_20260307,8,145.025,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,4,rs-cai-mi325x1-pool-4iln6,2026-03-07 23:26:37.534000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:24:12.547000,models,42.46,3.1,llama_70b_vllm_model_streamer_20260307,8,145.025,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,4,rs-cai-mi325x1-pool-4ilnb,2026-03-07 23:26:37.573000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:24:12.829000,models,39.43,3.3,llama_70b_vllm_model_streamer_20260307,8,145.026,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,4,rs-cai-mi325x1-pool-4rauj,2026-03-07 23:26:37.855000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:24:12.935000,models,38.34,3.4,llama_70b_vllm_model_streamer_20260307,8,140.024,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,4,rs-cai-mi325x1-pool-4ilnr,2026-03-07 23:26:32.960000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:29:06.074000,models,45.78,2.9,llama_70b_vllm_model_streamer_20260307,8,150.026,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,5,rs-cai-mi325x1-pool-4ilnt,2026-03-07 23:31:36.100000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:29:06.182000,models,42.65,3.1,llama_70b_vllm_model_streamer_20260307,8,145.026,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,5,rs-cai-mi325x1-pool-4ilnl,2026-03-07 23:31:31.209000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:29:06.354000,models,45.88,2.9,llama_70b_vllm_model_streamer_20260307,8,150.026,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,5,rs-cai-mi325x1-pool-4ilna,2026-03-07 23:31:36.380000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:29:06.498000,models,50.46,2.6,llama_70b_vllm_model_streamer_20260307,8,155.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,5,rs-cai-mi325x1-pool-4ilnw,2026-03-07 23:31:41.526000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:29:06.506000,models,46.43,2.8,llama_70b_vllm_model_streamer_20260307,8,150.025,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,5,rs-cai-mi325x1-pool-4ilne,2026-03-07 23:31:36.532000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:33:28.348000,models,47.66,2.8,llama_70b_vllm_model_streamer_20260307,8,150.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,6,rs-cai-mi325x1-pool-4ilnt,2026-03-07 23:35:58.374000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:33:28.352000,models,49.1,2.7,llama_70b_vllm_model_streamer_20260307,8,150.026,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,6,rs-cai-mi325x1-pool-4ilne,2026-03-07 23:35:58.378000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:33:28.374000,models,48.59,2.7,llama_70b_vllm_model_streamer_20260307,8,150.025,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,6,rs-cai-mi325x1-pool-4ilnb,2026-03-07 23:35:58.400000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:33:28.396000,models,48.68,2.7,llama_70b_vllm_model_streamer_20260307,8,150.026,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,6,rs-cai-mi325x1-pool-4ilnw,2026-03-07 23:35:58.423000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:33:28.514000,models,51.42,2.6,llama_70b_vllm_model_streamer_20260307,8,155.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,6,rs-cai-mi325x1-pool-4ilna,2026-03-07 23:36:03.541000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:33:28.622000,models,44.61,2.9,llama_70b_vllm_model_streamer_20260307,8,150.026,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,6,rs-cai-mi325x1-pool-4iln6,2026-03-07 23:35:58.648000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:38:12.292000,models,49.49,2.7,llama_70b_vllm_model_streamer_20260307,8,155.026,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,7,rs-cai-mi325x1-pool-4ilna,2026-03-07 23:40:47.319000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:38:12.356000,models,54.12,2.4,llama_70b_vllm_model_streamer_20260307,8,155.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,7,rs-cai-mi325x1-pool-4ilnl,2026-03-07 23:40:47.383000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:38:12.398000,models,47.52,2.8,llama_70b_vllm_model_streamer_20260307,8,150.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,7,rs-cai-mi325x1-pool-4ilnb,2026-03-07 23:40:42.426000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:38:12.409000,models,53.91,2.4,llama_70b_vllm_model_streamer_20260307,8,155.026,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,7,rs-cai-mi325x1-pool-4ilnr,2026-03-07 23:40:47.435000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:38:12.466000,models,53.97,2.4,llama_70b_vllm_model_streamer_20260307,8,160.026,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,7,rs-cai-mi325x1-pool-4ilnw,2026-03-07 23:40:52.493000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:38:12.556000,models,45.78,2.9,llama_70b_vllm_model_streamer_20260307,8,150.024,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,7,rs-cai-mi325x1-pool-4ilne,2026-03-07 23:40:42.581000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:38:12.673000,models,55.45,2.4,llama_70b_vllm_model_streamer_20260307,8,160.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,7,rs-cai-mi325x1-pool-4rauj,2026-03-07 23:40:52.701000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:42:53.029000,models,53.51,2.5,llama_70b_vllm_model_streamer_20260307,8,155.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,8,rs-cai-mi325x1-pool-4rauj,2026-03-07 23:45:28.056000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:42:53.033000,models,57.07,2.3,llama_70b_vllm_model_streamer_20260307,8,160.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,8,rs-cai-mi325x1-pool-4ilnt,2026-03-07 23:45:33.061000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:42:53.040000,models,51.6,2.5,llama_70b_vllm_model_streamer_20260307,8,155.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,8,rs-cai-mi325x1-pool-4ilna,2026-03-07 23:45:28.068000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:42:53.044000,models,56.7,2.3,llama_70b_vllm_model_streamer_20260307,8,160.034,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,8,rs-cai-mi325x1-pool-4ilnl,2026-03-07 23:45:33.078000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:42:53.051000,models,53.81,2.4,llama_70b_vllm_model_streamer_20260307,8,160.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,8,rs-cai-mi325x1-pool-4iln6,2026-03-07 23:45:33.079000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:42:53.170000,models,55.78,2.4,llama_70b_vllm_model_streamer_20260307,8,160.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,8,rs-cai-mi325x1-pool-4ilne,2026-03-07 23:45:33.200000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:42:53.304000,models,54.65,2.4,llama_70b_vllm_model_streamer_20260307,8,160.026,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,8,rs-cai-mi325x1-pool-4ilnb,2026-03-07 23:45:33.330000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:42:53.460000,models,52.39,2.5,llama_70b_vllm_model_streamer_20260307,8,155.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,8,rs-cai-mi325x1-pool-4ilnw,2026-03-07 23:45:28.487000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:47:17.845000,models,57.45,2.3,llama_70b_vllm_model_streamer_20260307,8,160.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,9,rs-cai-mi325x1-pool-4ilnl,2026-03-07 23:49:57.873000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:47:17.868000,models,59.7,2.2,llama_70b_vllm_model_streamer_20260307,8,165.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,9,rs-cai-mi325x1-pool-4ilne,2026-03-07 23:50:02.897000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:47:17.889000,models,57.68,2.3,llama_70b_vllm_model_streamer_20260307,8,160.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,9,rs-cai-mi325x1-pool-4ilnr,2026-03-07 23:49:57.916000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:47:17.951000,models,52.8,2.5,llama_70b_vllm_model_streamer_20260307,8,155.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,9,rs-cai-mi325x1-pool-4ilnt,2026-03-07 23:49:52.978000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:47:17.954000,models,58.49,2.2,llama_70b_vllm_model_streamer_20260307,8,160.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,9,rs-cai-mi325x1-pool-4ilng,2026-03-07 23:49:57.982000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:47:17.975000,models,56.41,2.3,llama_70b_vllm_model_streamer_20260307,8,160.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,9,rs-cai-mi325x1-pool-4rauj,2026-03-07 23:49:58.003000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:47:17.982000,models,54.4,2.4,llama_70b_vllm_model_streamer_20260307,8,160.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,9,rs-cai-mi325x1-pool-4ilna,2026-03-07 23:49:58.009000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:47:18.139000,models,58.83,2.2,llama_70b_vllm_model_streamer_20260307,8,165.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,9,rs-cai-mi325x1-pool-4ilnw,2026-03-07 23:50:03.167000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:47:18.149000,models,55.87,2.4,llama_70b_vllm_model_streamer_20260307,8,160.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,9,rs-cai-mi325x1-pool-4ilnb,2026-03-07 23:49:58.176000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:56:48.564000,models,58.93,2.2,llama_70b_vllm_model_streamer_20260307,8,165.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,10,rs-cai-mi325x1-pool-4ilne,2026-03-07 23:59:33.593000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:56:48.586000,models,59.34,2.2,llama_70b_vllm_model_streamer_20260307,8,165.029,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,10,rs-cai-mi325x1-pool-4ilnw,2026-03-07 23:59:33.616000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:56:48.589000,models,59.25,2.2,llama_70b_vllm_model_streamer_20260307,8,165.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,10,rs-cai-mi325x1-pool-4v7gl,2026-03-07 23:59:33.620000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:56:48.633000,models,60.2,2.2,llama_70b_vllm_model_streamer_20260307,8,165.029,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,10,rs-cai-mi325x1-pool-4ilnl,2026-03-07 23:59:33.662000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:56:48.707000,models,55.75,2.4,llama_70b_vllm_model_streamer_20260307,8,160.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,10,rs-cai-mi325x1-pool-4ilnb,2026-03-07 23:59:28.734000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:56:48.739000,models,58.57,2.2,llama_70b_vllm_model_streamer_20260307,8,160.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,10,rs-cai-mi325x1-pool-4ilna,2026-03-07 23:59:28.766000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:56:48.845000,models,57.96,2.3,llama_70b_vllm_model_streamer_20260307,8,160.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,10,rs-cai-mi325x1-pool-4v7g2,2026-03-07 23:59:28.873000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:56:48.865000,models,55.62,2.4,llama_70b_vllm_model_streamer_20260307,8,160.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,10,rs-cai-mi325x1-pool-4rauj,2026-03-07 23:59:28.892000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:56:49.006000,models,59.36,2.2,llama_70b_vllm_model_streamer_20260307,8,165.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,10,rs-cai-mi325x1-pool-4ilng,2026-03-07 23:59:34.035000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-07 23:56:49.148000,models,55.03,2.4,llama_70b_vllm_model_streamer_20260307,8,160.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,10,rs-cai-mi325x1-pool-4v7g6,2026-03-07 23:59:29.177000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:01:05.677000,models,63.66,2.1,llama_70b_vllm_model_streamer_20260307,8,165.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,11,rs-cai-mi325x1-pool-4v7gs,2026-03-08 00:03:50.704000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:01:05.679000,models,64.09,2.1,llama_70b_vllm_model_streamer_20260307,8,165.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,11,rs-cai-mi325x1-pool-4ilne,2026-03-08 00:03:50.707000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:01:05.730000,models,68.05,1.9,llama_70b_vllm_model_streamer_20260307,8,170.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,11,rs-cai-mi325x1-pool-4iln6,2026-03-08 00:03:55.761000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:01:05.781000,models,60.65,2.2,llama_70b_vllm_model_streamer_20260307,8,165.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,11,rs-cai-mi325x1-pool-4v7gt,2026-03-08 00:03:50.810000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:01:05.796000,models,62.4,2.1,llama_70b_vllm_model_streamer_20260307,8,165.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,11,rs-cai-mi325x1-pool-4v7gl,2026-03-08 00:03:50.826000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:01:05.813000,models,65.25,2.0,llama_70b_vllm_model_streamer_20260307,8,170.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,11,rs-cai-mi325x1-pool-4ilnw,2026-03-08 00:03:55.843000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:01:05.824000,models,60.95,2.2,llama_70b_vllm_model_streamer_20260307,8,165.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,11,rs-cai-mi325x1-pool-4ilnl,2026-03-08 00:03:50.854000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:01:05.848000,models,59.03,2.2,llama_70b_vllm_model_streamer_20260307,8,160.026,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,11,rs-cai-mi325x1-pool-4ilna,2026-03-08 00:03:45.875000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:01:05.893000,models,68.1,1.9,llama_70b_vllm_model_streamer_20260307,8,170.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,11,rs-cai-mi325x1-pool-4ilnr,2026-03-08 00:03:55.922000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:01:05.950000,models,60.11,2.2,llama_70b_vllm_model_streamer_20260307,8,165.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,11,rs-cai-mi325x1-pool-4rauj,2026-03-08 00:03:50.982000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:01:06.098000,models,67.21,2.0,llama_70b_vllm_model_streamer_20260307,8,170.028,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,11,rs-cai-mi325x1-pool-4ilnt,2026-03-08 00:03:56.126000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:05:25.175000,models,65.39,2.0,llama_70b_vllm_model_streamer_20260307,8,170.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,12,rs-cai-mi325x1-pool-4v7gp,2026-03-08 00:08:15.205000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:05:25.191000,models,62.24,2.1,llama_70b_vllm_model_streamer_20260307,8,165.027,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,12,rs-cai-mi325x1-pool-4ilnr,2026-03-08 00:08:10.219000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:05:25.300000,models,59.68,2.2,llama_70b_vllm_model_streamer_20260307,8,165.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,12,rs-cai-mi325x1-pool-4ilnw,2026-03-08 00:08:10.332000,2684354560,success
