date,others,served_model_name,timestamp,folder,time_s,throughput_GiB_s,task_id,concurrency,startup time_s,model,model_GiB,message,bucket,client_number,node_name,timestamp_end,memory_limit,state
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.013000,models,73.85,1.8,llama_70b_vllm_model_streamer_20260307,8,175.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4v7gp,2026-03-08 00:35:39.045000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.016000,models,72.26,1.8,llama_70b_vllm_model_streamer_20260307,8,175.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4vttg,2026-03-08 00:35:39.047000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.037000,models,69.26,1.9,llama_70b_vllm_model_streamer_20260307,8,175.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4vttw,2026-03-08 00:35:39.070000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.052000,models,68.8,1.9,llama_70b_vllm_model_streamer_20260307,8,170.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4ilnb,2026-03-08 00:35:34.083000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.059000,models,72.05,1.8,llama_70b_vllm_model_streamer_20260307,8,175.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4v7gs,2026-03-08 00:35:39.089000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.153000,models,75.47,1.7,llama_70b_vllm_model_streamer_20260307,8,180.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4ilnl,2026-03-08 00:35:44.184000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.160000,models,71.12,1.8,llama_70b_vllm_model_streamer_20260307,8,175.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4ilnr,2026-03-08 00:35:39.192000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.161000,models,73.66,1.8,llama_70b_vllm_model_streamer_20260307,8,175.033,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4ilnt,2026-03-08 00:35:39.195000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.164000,models,73.47,1.8,llama_70b_vllm_model_streamer_20260307,8,175.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4ilna,2026-03-08 00:35:39.195000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.173000,models,72.45,1.8,llama_70b_vllm_model_streamer_20260307,8,175.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4v7g2,2026-03-08 00:35:39.206000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.304000,models,75.44,1.7,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4vtte,2026-03-08 00:35:44.336000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.310000,models,72.01,1.8,llama_70b_vllm_model_streamer_20260307,8,175.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4v7g6,2026-03-08 00:35:39.341000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.322000,models,75.72,1.7,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4ilng,2026-03-08 00:35:44.354000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:32:44.470000,models,74.34,1.8,llama_70b_vllm_model_streamer_20260307,8,180.034,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,17,rs-cai-mi325x1-pool-4ilne,2026-03-08 00:35:44.504000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:06.997000,models,74.49,1.8,llama_70b_vllm_model_streamer_20260307,8,180.029,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4ilna,2026-03-08 00:41:07.027000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.010000,models,77.46,1.7,llama_70b_vllm_model_streamer_20260307,8,180.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4vtta,2026-03-08 00:41:07.042000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.012000,models,70.6,1.9,llama_70b_vllm_model_streamer_20260307,8,175.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4ilnw,2026-03-08 00:41:02.043000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.017000,models,75.9,1.7,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4v7gp,2026-03-08 00:41:07.049000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.017000,models,76.89,1.7,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4ilng,2026-03-08 00:41:07.049000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.017000,models,77.22,1.7,llama_70b_vllm_model_streamer_20260307,8,180.045,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4ilnt,2026-03-08 00:41:07.061000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.025000,models,74.39,1.8,llama_70b_vllm_model_streamer_20260307,8,175.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4ilnl,2026-03-08 00:41:02.056000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.033000,models,76.24,1.7,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4vttg,2026-03-08 00:41:07.065000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.034000,models,73.09,1.8,llama_70b_vllm_model_streamer_20260307,8,175.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4iln6,2026-03-08 00:41:02.066000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.045000,models,75.04,1.8,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4ilne,2026-03-08 00:41:07.077000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.052000,models,74.81,1.8,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4ilnb,2026-03-08 00:41:07.085000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.156000,models,77.76,1.7,llama_70b_vllm_model_streamer_20260307,8,180.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4rauj,2026-03-08 00:41:07.187000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.174000,models,76.1,1.7,llama_70b_vllm_model_streamer_20260307,8,180.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4ilnr,2026-03-08 00:41:07.205000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.299000,models,75.64,1.7,llama_70b_vllm_model_streamer_20260307,8,180.041,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4vtte,2026-03-08 00:41:07.340000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.337000,models,75.49,1.7,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4v7gs,2026-03-08 00:41:07.369000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.443000,models,73.71,1.8,llama_70b_vllm_model_streamer_20260307,8,175.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4v7gt,2026-03-08 00:41:02.474000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.459000,models,75.51,1.7,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4v7g2,2026-03-08 00:41:07.492000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:38:07.595000,models,77.25,1.7,llama_70b_vllm_model_streamer_20260307,8,180.034,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,18,rs-cai-mi325x1-pool-4v7g6,2026-03-08 00:41:07.630000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.375000,models,77.6,1.7,llama_70b_vllm_model_streamer_20260307,8,180.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4v7gt,2026-03-08 00:45:49.407000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.411000,models,74.22,1.8,llama_70b_vllm_model_streamer_20260307,8,175.029,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4ilnr,2026-03-08 00:45:44.441000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.442000,models,80.33,1.6,llama_70b_vllm_model_streamer_20260307,8,185.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4v7g2,2026-03-08 00:45:54.474000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.458000,models,77.9,1.7,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4rauj,2026-03-08 00:45:49.491000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.467000,models,77.77,1.7,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4vtte,2026-03-08 00:45:49.499000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.564000,models,79.03,1.7,llama_70b_vllm_model_streamer_20260307,8,185.033,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4vttw,2026-03-08 00:45:54.597000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.575000,models,77.42,1.7,llama_70b_vllm_model_streamer_20260307,8,180.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4iln6,2026-03-08 00:45:49.607000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.625000,models,74.33,1.8,llama_70b_vllm_model_streamer_20260307,8,180.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4ilnb,2026-03-08 00:45:49.656000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.644000,models,77.7,1.7,llama_70b_vllm_model_streamer_20260307,8,180.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4v7gs,2026-03-08 00:45:49.674000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.729000,models,78.07,1.7,llama_70b_vllm_model_streamer_20260307,8,180.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4v7g6,2026-03-08 00:45:49.759000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.731000,models,83.28,1.6,llama_70b_vllm_model_streamer_20260307,8,185.036,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4v7gl,2026-03-08 00:45:54.768000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.744000,models,75.96,1.7,llama_70b_vllm_model_streamer_20260307,8,180.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4vtta,2026-03-08 00:45:49.775000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.750000,models,74.28,1.8,llama_70b_vllm_model_streamer_20260307,8,175.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4ilng,2026-03-08 00:45:44.782000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:49.878000,models,78.69,1.7,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4ilnl,2026-03-08 00:45:49.910000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:50.003000,models,80.86,1.6,llama_70b_vllm_model_streamer_20260307,8,185.033,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4ilnw,2026-03-08 00:45:55.036000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:50.909000,models,79.86,1.6,llama_70b_vllm_model_streamer_20260307,8,185.034,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4v7gp,2026-03-08 00:45:55.943000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:50.926000,models,78.11,1.7,llama_70b_vllm_model_streamer_20260307,8,180.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4ilne,2026-03-08 00:45:50.957000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:51.225000,models,81.14,1.6,llama_70b_vllm_model_streamer_20260307,8,185.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4ilnt,2026-03-08 00:45:56.258000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:42:51.483000,models,78.55,1.7,llama_70b_vllm_model_streamer_20260307,8,180.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,19,rs-cai-mi325x1-pool-4ilna,2026-03-08 00:45:51.514000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.623000,models,78.88,1.7,llama_70b_vllm_model_streamer_20260307,8,180.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4ilnr,2026-03-08 00:51:31.654000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.627000,models,82.68,1.6,llama_70b_vllm_model_streamer_20260307,8,185.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4v7g6,2026-03-08 00:51:36.659000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.631000,models,81.06,1.6,llama_70b_vllm_model_streamer_20260307,8,185.033,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4vttw,2026-03-08 00:51:36.664000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.640000,models,81.84,1.6,llama_70b_vllm_model_streamer_20260307,8,185.033,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4ilnw,2026-03-08 00:51:36.674000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.645000,models,76.84,1.7,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4vtte,2026-03-08 00:51:31.677000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.657000,models,78.4,1.7,llama_70b_vllm_model_streamer_20260307,8,180.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4vttg,2026-03-08 00:51:31.688000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.657000,models,81.69,1.6,llama_70b_vllm_model_streamer_20260307,8,185.033,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4v7gl,2026-03-08 00:51:36.690000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.660000,models,81.23,1.6,llama_70b_vllm_model_streamer_20260307,8,185.033,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4v7gt,2026-03-08 00:51:36.693000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.664000,models,75.66,1.7,llama_70b_vllm_model_streamer_20260307,8,180.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4iln6,2026-03-08 00:51:31.696000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.668000,models,81.16,1.6,llama_70b_vllm_model_streamer_20260307,8,185.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4v7gs,2026-03-08 00:51:36.700000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.781000,models,82.25,1.6,llama_70b_vllm_model_streamer_20260307,8,185.033,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4v7gp,2026-03-08 00:51:36.814000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.809000,models,78.39,1.7,llama_70b_vllm_model_streamer_20260307,8,180.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4ilng,2026-03-08 00:51:31.839000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.891000,models,82.6,1.6,llama_70b_vllm_model_streamer_20260307,8,185.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4rauj,2026-03-08 00:51:36.924000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.894000,models,76.71,1.7,llama_70b_vllm_model_streamer_20260307,8,180.03,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4vtta,2026-03-08 00:51:31.925000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.934000,models,81.15,1.6,llama_70b_vllm_model_streamer_20260307,8,185.032,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4ilnl,2026-03-08 00:51:36.966000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.934000,models,80.72,1.6,llama_70b_vllm_model_streamer_20260307,8,185.038,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4v7g2,2026-03-08 00:51:36.972000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:31.943000,models,79.7,1.6,llama_70b_vllm_model_streamer_20260307,8,185.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4ilna,2026-03-08 00:51:36.974000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:32.090000,models,79.93,1.6,llama_70b_vllm_model_streamer_20260307,8,185.034,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4ilne,2026-03-08 00:51:37.124000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:32.764000,models,77.71,1.7,llama_70b_vllm_model_streamer_20260307,8,180.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4ilnt,2026-03-08 00:51:32.796000,2684354560,success
2026-03-07,mi325_doks,meta-llama/Llama-3.1-70B-Instruct,2026-03-08 00:48:33.088000,models,78.38,1.7,llama_70b_vllm_model_streamer_20260307,8,180.031,Llama-3.1-70B-Instruct,131.4,Started successfully,rs-high-perf-bucket,20,rs-cai-mi325x1-pool-4ilnb,2026-03-08 00:51:33.119000,2684354560,success
